k,num_removed_kmers,candidate_paper_title,candidate_mag_id,citeseer_id,cluster_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
8,6000,A.A.: What makes paris look like paris,2055132753,10.1.1.261.3684,15221405,"(24, '-', 24)",79351.3969771862,Match,0.00012946128845214844,7.224082946777344e-05,0.00020575523376464844,0.4,0.85
8,6000,T-entropy and Variational principle for the spectral radius of weighted shift operators,2055133140,10.1.1.250.4754,14643733,"(57, '-', 57)",79351.3969771862,Match,0.007978200912475586,0.004838466644287109,0.013078451156616211,0.4,0.85
8,6000,LINERs as low-luminosity active galactic nuclei,2055133389,10.1.1.317.6092,13460846,"(26, '-', 25)",79351.3969771862,Match,0.0018639564514160156,0.0010576248168945312,0.0029888153076171875,0.4,0.85
8,6000,Mixing and relaxation time for random walk on wreath product graphs ∗,2055134178,10.1.1.397.773,26496556,"(56, '-', 15)",79351.3969771862,Match,0.004907846450805664,0.002973794937133789,0.008037567138671875,0.4,0.85
8,6000,A Laguerre-Legendre spectral method for the Stokes problem in a semi-infinite channel,2055134999,10.1.1.139.9008,9029276,"(35, '-', 10)",79351.3969771862,Match,0.004395961761474609,0.003008604049682617,0.007570028305053711,0.4,0.85
8,6000,Structure and clumping in the fast wind of NGC6543,2055137917,10.1.1.247.4150,14887810,"(25, '-', 5)",79351.3969771862,Match,0.0008990764617919922,0.0007090568542480469,0.0016531944274902344,0.4,0.85
8,6000,Hodge dual for soldered bundles,2055138630,10.1.1.245.3311,14816980,"(23, '-', 4)",79351.3969771862,Match,0.0005710124969482422,0.00032067298889160156,0.00092315673828125,0.4,0.85
8,6000,Expansion of seasonal influenza vaccination in the Americas,2055139143,10.1.1.147.9206,9485960,"(32, '-', 16)",79351.3969771862,Match,0.004503488540649414,0.003507852554321289,0.008199453353881836,0.4,0.85
8,6000,I 2 NC: intra- and inter-session network coding for unicast flows in wireless networks,2055139615,10.1.1.382.5209,19941326,"(48, '-', 17)",79351.3969771862,Match,0.0059778690338134766,0.0034377574920654297,0.009606599807739258,0.4,0.85
8,6000,Broué’s abelian defect group conjecture for the sporadic simple Janko group J4 revisited,2055140114,10.1.1.377.3928,15196170,"(49, '-', 41)",79351.3969771862,Match,0.003954887390136719,0.003040790557861328,0.007163047790527344,0.4,0.85
8,6000,iVIBRATE: Interactive visualization based framework for clustering large datasets,2055141025,10.1.1.217.1162,1224766,"(36, '-', 36)",79351.3969771862,Match,0.003990888595581055,0.002904653549194336,0.007053375244140625,0.4,0.85
8,6000,Domain: Applied mathematics,2055142438,10.1.1.408.4348,27312231,"(8, '-', 10)",79351.3969771862,Match,0.0011546611785888672,0.0006392002105712891,0.0018367767333984375,0.4,0.85
8,6000,Managing consistency between product development and public standards evolution,2055143577,10.1.1.144.6569,8261786,"(48, '-', 14)",79351.3969771862,Match,0.004039287567138672,0.0027484893798828125,0.0069615840911865234,0.4,0.85
8,6000,Integrated spectrum of the planetary nebula NGC7027 ⋆,2055143820,10.1.1.258.3284,15184877,"(31, '-', 25)",79351.3969771862,Match,0.004469633102416992,0.002683401107788086,0.0072994232177734375,0.4,0.85
8,6000,Evidence for deuterium astration in the planetary nebula Sh2–216? 1,2055144885,10.1.1.317.77,20376161,"(35, '-', 17)",79351.3969771862,Match,0.0028672218322753906,0.0020902156829833984,0.005074977874755859,0.4,0.85
8,6000,TarFisDock: a web server for identifying drug targets with docking approach,2055147198,10.1.1.325.9065,16579139,"(49, '-', 42)",79351.3969771862,Match,0.003214120864868164,0.0022497177124023438,0.0055882930755615234,0.4,0.85
8,6000,Fault-tolerant group membership protocols using physical robot messengers,604253763,10.1.1.124.960,288047,"(52, '-', 52)",79351.3969771862,Match,0.002920866012573242,0.0017940998077392578,0.00483250617980957,0.4,0.85
8,6000,Disclinations in a homogeneously deformed nematic elastomer,2055149773,10.1.1.173.5445,11008356,"(40, '-', 18)",79351.3969771862,Match,0.0028231143951416016,0.0021028518676757812,0.005042314529418945,0.4,0.85
8,6000,On the formation of elliptical galaxies,2055150005,10.1.1.336.4836,22509062,"(23, '-', 19)",79351.3969771862,Match,0.005093812942504883,0.003201007843017578,0.008476495742797852,0.4,0.85
8,6000,Selection for improved protein stability by phage display,2055152097,10.1.1.327.9087,1405907,"(35, '-', 10)",79351.3969771862,Match,0.002153635025024414,0.0016126632690429688,0.0038559436798095703,0.4,0.85
8,6000,Trend detection through temporal link analysis,2055152564,10.1.1.97.3573,348687,"(25, '-', 7)",79351.3969771862,Match,0.0024077892303466797,0.002221822738647461,0.004748106002807617,0.4,0.85
8,6000,Massive circumstellar envelope around type IIn supernova SN 1995G,2055152898,10.1.1.254.8765,15113381,"(36, '-', 18)",79351.3969771862,Match,0.0036232471466064453,0.002407550811767578,0.006163358688354492,0.4,0.85
8,6000,Synapses in the central nervous system,604278163,10.1.1.282.2761,16805414,"(22, '-', 22)",79351.3969771862,Match,0.002439737319946289,0.0015521049499511719,0.004083156585693359,0.4,0.85
8,6000,  On Fock space representations of quantized enveloping algebras related to non-commutative differential geometry,2055154540,10.1.1.266.6477,14499197,"(58, '-', 23)",79351.3969771862,Match,0.0059926509857177734,0.003932476043701172,0.010143041610717773,0.4,0.85
8,6000,Survivable network design with degree or order constraints,2055155874,10.1.1.304.2408,4675803,"(42, '-', 42)",79351.3969771862,Match,0.0025069713592529297,0.0018057823181152344,0.004414081573486328,0.4,0.85
8,6000,An attention based similarity measure used to identify image clusters,2055157783,10.1.1.63.2312,3742191,"(49, '-', 49)",79351.3969771862,Match,0.003854990005493164,0.0029001235961914062,0.006913900375366211,0.4,0.85
8,6000,Quantum gears: a simple mechanical system in the quantum regime,2055159490,10.1.1.311.4748,20174139,"(38, '-', 13)",79351.3969771862,Match,0.005157470703125,0.003702878952026367,0.009059906005859375,0.4,0.85
8,6000,Dyadic facial affective indicators of severity of symptomatic burden in patients with Corresponding Author:,2055160464,10.1.1.87.953,4926384,"(66, '-', 18)",79351.3969771862,Match,0.004929304122924805,0.0037696361541748047,0.008891820907592773,0.4,0.85
8,6000,Blinded-Key Signatures: securing private keys embedded in mobile agents,2055162845,10.1.1.15.8421,8683377,"(40, '-', 40)",79351.3969771862,Match,0.003520965576171875,0.002240419387817383,0.005883932113647461,0.4,0.85
8,6000,Towards noncommutative integrable systems,2055163702,10.1.1.266.3730,14528953,"(25, '-', 25)",79351.3969771862,Match,0.0038764476776123047,0.0020971298217773438,0.006112813949584961,0.4,0.85
8,6000,Rates of convergence in the strong invariance principle under projective criteria,2055165038,10.1.1.229.2447,14213211,"(58, '-', 58)",79351.3969771862,Match,0.008421182632446289,0.0061800479888916016,0.014938116073608398,0.4,0.85
8,6000,prevention of obesity in,2055165711,10.1.1.316.5440,20361553,"(10, '-', 5)",79351.3969771862,Match,0.0010302066802978516,0.0006806850433349609,0.0017588138580322266,0.4,0.85
8,6000,Model for force fluctuations in bead packs,2055166044,10.1.1.241.8943,859999,"(25, '-', 6)",79351.3969771862,Match,0.001203298568725586,0.0007181167602539062,0.0019736289978027344,0.4,0.85
8,6000,Letter Fast-track microcirculation analysis,2055166822,10.1.1.282.8560,17539806,"(18, '-', 9)",79351.3969771862,Match,0.0018877983093261719,0.0009038448333740234,0.0028557777404785156,0.4,0.85
8,6000,Supernova neutrino spectrum with matter and spin flavor precession effects,2055166862,10.1.1.255.3240,15011970,"(56, '-', 15)",79351.3969771862,Match,0.0050203800201416016,0.0034377574920654297,0.00865316390991211,0.4,0.85
8,6000,Rigorous numerical investigation of the statistical properties of piecewise expanding maps - A feasibility study,2055168065,10.1.1.35.6523,1896165,"(62, '-', 12)",79351.3969771862,Match,0.005950927734375,0.0036771297454833984,0.00982666015625,0.4,0.85
8,6000,Optimal Gray-code labeling and recognition algorithms for hypercubes,2055168066,10.1.1.74.4338,4324405,"(29, '-', 8)",79351.3969771862,Match,0.003903627395629883,0.002071380615234375,0.006114006042480469,0.4,0.85
8,6000,A weighted mean excess function approach to the estimation of Weibull-type tails,2055169026,10.1.1.176.5493,11254543,"(38, '-', 13)",79351.3969771862,Match,0.004814863204956055,0.003164529800415039,0.008148908615112305,0.4,0.85
8,6000,Modelling session types using contracts,2055169409,10.1.1.386.2149,25713086,"(27, '-', 27)",79351.3969771862,Match,0.0027718544006347656,0.002213716506958008,0.005112409591674805,0.4,0.85
8,6000,Cystic nephroma: a case report and review of the literature,2055170119,10.1.1.278.2222,16922630,"(30, '-', 30)",79351.3969771862,Match,0.005162715911865234,0.002744913101196289,0.008067607879638672,0.4,0.85
8,6000, A fast algorithm for linear estimation of two-dimensional isotropic random fields,2055170376,10.1.1.69.8203,4106518,"(40, '-', 11)",79351.3969771862,Match,0.003935337066650391,0.002300262451171875,0.006378650665283203,0.4,0.85
8,6000,Regular sequences of symmetric polynomials,2055170442,10.1.1.245.3649,14177710,"(19, '-', 19)",79351.3969771862,Match,0.0014388561248779297,0.0010259151458740234,0.0025327205657958984,0.4,0.85
8,6000,On the Cauchy–Rassias inequality and linear n-inner product preserving mappings,2055170763,10.1.1.237.4967,14588481,"(38, '-', 23)",79351.3969771862,Match,0.004202365875244141,0.0035376548767089844,0.007926702499389648,0.4,0.85
8,6000,Single particle motion in liquid sodium: a mode-coupling analysis,2055171368,10.1.1.172.8533,10951706,"(33, '-', 15)",79351.3969771862,Match,0.0025141239166259766,0.001680135726928711,0.0042994022369384766,0.4,0.85
8,6000,Genetics of proteome variation for QTL characterization: Application to drought-stress responses in maize,2055172471,10.1.1.334.5684,22297752,"(42, '-', 15)",79351.3969771862,Match,0.00546717643737793,0.004296541213989258,0.009989261627197266,0.4,0.85
8,6000,String gas cosmology,2055173657,10.1.1.268.2305,4483569,"(12, '-', 12)",79351.3969771862,Match,0.0011851787567138672,0.0006968975067138672,0.0019295215606689453,0.4,0.85
8,6000,Complete embedded minimal surfaces of finite total curvature,604361025,10.1.1.195.961,2329192,"(32, '-', 32)",79351.3969771862,Match,0.00354766845703125,0.0023157596588134766,0.005990743637084961,0.4,0.85
8,6000,Skinning with dual quaternions,2055174129,10.1.1.93.4239,391491,"(19, '-', 6)",79351.3969771862,Match,0.0006349086761474609,0.0002593994140625,0.0009214878082275391,0.4,0.85
8,6000,Re-entrant ferroelectricity in liquid crystals,2055174138,10.1.1.242.691,14697767,"(36, '-', 14)",79351.3969771862,Match,0.003093719482421875,0.0016770362854003906,0.004883527755737305,0.4,0.85
8,6000,Polymer Communication Separation of the effects of pH and polymer concentration on the swelling pressure and elastic modulus of a pH-responsive hydrogel,2055175621,10.1.1.162.2749,10417868,"(81, '-', 20)",79351.3969771862,Match,0.009719610214233398,0.007035493850708008,0.017131805419921875,0.4,0.85
8,6000,Integrating statistics and visualization: case studies of gaining clarity during exploratory data analysis,2055175765,10.1.1.296.3825,3896116,"(69, '-', 16)",79351.3969771862,Match,0.008596658706665039,0.0044803619384765625,0.013352155685424805,0.4,0.85
8,6000,H-matrix approximation for elliptic solution operators in cylindric domains,2055175862,10.1.1.21.7025,1967969,"(34, '-', 8)",79351.3969771862,Match,0.003092527389526367,0.002108335494995117,0.00533604621887207,0.4,0.85
8,6000,Transient inhibition of interleukin 4 signaling by T cell receptor ligation,2055176144,10.1.1.283.445,17439801,"(46, '-', 23)",79351.3969771862,Match,0.005060672760009766,0.0037689208984375,0.009025096893310547,0.4,0.85
8,6000,Vl2: A scalable and flexible data center network,2055176966,10.1.1.295.9174,9492697,"(31, '-', 15)",79351.3969771862,Match,0.002639293670654297,0.0015408992767333984,0.004269599914550781,0.4,0.85
8,6000,Operator algebra in logarithmic conformal field theory,2055177264,10.1.1.266.3571,13626416,"(41, '-', 41)",79351.3969771862,Match,0.004553794860839844,0.002454042434692383,0.00713801383972168,0.4,0.85
8,6000,Analysis of energy spectra with low photon counts via Bayesian posterior simulation,2055177360,10.1.1.188.173,1575201,"(56, '-', 10)",79351.3969771862,Match,0.002337217330932617,0.0017762184143066406,0.004210948944091797,0.4,0.85
8,6000,Ontologies for proteomics - Towards a systematic definition of structure & function that scales to the genome level,2055177461,10.1.1.12.9757,1136520,"(64, '-', 46)",79351.3969771862,Match,0.008195638656616211,0.0059642791748046875,0.014486312866210938,0.4,0.85
8,6000,Soft combination of neural classifiers: A comparative study,2055178087,10.1.1.78.6268,661173,"(24, '-', 10)",79351.3969771862,Match,0.0044329166412353516,0.0030400753021240234,0.007642507553100586,0.4,0.85
8,6000,Design considerations for iterativelydecoded source-channel coding schemes,2055178310,10.1.1.337.5192,22234636,"(38, '-', 17)",79351.3969771862,Match,0.004317760467529297,0.0029914379119873047,0.007485389709472656,0.4,0.85
8,6000,Strong field effects on pulsar arrival times: general orientations,2055179009,10.1.1.246.5801,14859011,"(40, '-', 32)",79351.3969771862,Match,0.0019063949584960938,0.0015273094177246094,0.0035216808319091797,0.4,0.85
8,6000,Approximation entropies in crossed products with an application to free shifts,2055179532,10.1.1.147.5180,2300076,"(49, '-', 12)",79351.3969771862,Match,0.00238037109375,0.0018203258514404297,0.004303693771362305,0.4,0.85
8,6000,Places to stay on the move: Software architectures for mobile user interfaces,2055180876,10.1.1.39.3957,467684,"(41, '-', 29)",79351.3969771862,Match,0.004191398620605469,0.003197193145751953,0.007562875747680664,0.4,0.85
8,6000,Modelling multiple views of design objects in a collaborative CAD environment,2055181594,10.1.1.90.4703,550052,"(41, '-', 9)",79351.3969771862,Match,0.006108522415161133,0.0044727325439453125,0.010820627212524414,0.4,0.85
8,6000,IFUP-TH 69/95 Testing the heating method with perturbation theory,2055182420,10.1.1.286.2499,17941181,"(35, '-', 10)",79351.3969771862,Match,0.004950046539306641,0.003214120864868164,0.008341312408447266,0.4,0.85
8,6000,Quantum orders and symmetric spin liquids,2055185231,10.1.1.305.2529,14052268,"(28, '-', 7)",79351.3969771862,Match,0.0012865066528320312,0.0007989406585693359,0.002141714096069336,0.4,0.85
8,6000,Editorials No physical health without mental health: lessons unlearned?,2055185380,10.1.1.304.4087,19842670,"(44, '-', 13)",79351.3969771862,Match,0.0016841888427734375,0.0010170936584472656,0.0027604103088378906,0.4,0.85
8,6000,Finite groups of uniform logarithmic diameter,2055186865,10.1.1.102.3901,517560,"(36, '-', 36)",79351.3969771862,Match,0.0037615299224853516,0.002224445343017578,0.00611424446105957,0.4,0.85
8,6000,Formal specificatio of a web services protocol,2055186889,10.1.1.69.3626,28248259,"(20, '-', 10)",79351.3969771862,Match,0.0009407997131347656,0.00039505958557128906,0.001367807388305664,0.4,0.85
8,6000,Explaining presupposition projection with dynamic semantics ∗,2055189379,10.1.1.353.4935,23348146,"(35, '-', 8)",79351.3969771862,Match,0.0026421546936035156,0.0020914077758789062,0.004846334457397461,0.4,0.85
8,6000,Probing the internal solar magnetic field through g-modes,2055189493,10.1.1.316.2469,14875194,"(37, '-', 37)",79351.3969771862,Match,0.0047266483306884766,0.0029287338256835938,0.0078125,0.4,0.85
8,6000,production in nucleon-nucleon collisions,2055190596,10.1.1.265.1127,15447300,"(19, '-', 21)",79351.3969771862,Match,0.0018050670623779297,0.0010373592376708984,0.0029070377349853516,0.4,0.85
8,6000,Regional taxonomy using trend-surface coefficients and invariants,2055191399,10.1.1.364.2215,24329379,"(36, '-', 8)",79351.3969771862,Match,0.003001689910888672,0.0019092559814453125,0.005031585693359375,0.4,0.85
8,6000,Quantifying fear: the social impact of terrorism 1,2055191921,10.1.1.357.7922,23834445,"(27, '-', 12)",79351.3969771862,Match,0.002100706100463867,0.0013849735260009766,0.0035681724548339844,0.4,0.85
8,6000,Leader-follower equilibria for electric power and NOx allowances markets,2055192098,10.1.1.115.5888,4170953,"(47, '-', 47)",79351.3969771862,Match,0.0036437511444091797,0.002616405487060547,0.006403446197509766,0.4,0.85
8,6000,An explicit result of the sum of seven cubes ∗,2055192190,10.1.1.98.7589,5514359,"(32, '-', 16)",79351.3969771862,Match,0.0009491443634033203,0.0005545616149902344,0.0015435218811035156,0.4,0.85
8,6000,Rainbow hamilton cycles in random regular graphs,2055192623,10.1.1.237.1416,1641201,"(38, '-', 38)",79351.3969771862,Match,0.00255584716796875,0.0017004013061523438,0.004354238510131836,0.4,0.85
8,6000,GlobPlot: Exploring protein sequences for globularity and disorder,2055193239,10.1.1.321.6735,223846,"(37, '-', 9)",79351.3969771862,Match,0.004583835601806641,0.0032753944396972656,0.008037090301513672,0.4,0.85
8,6000,2003 'Public participation in integrated water resources management: the case of Tanzania,2055194728,10.1.1.195.218,8939750,"(42, '-', 18)",79351.3969771862,Match,0.004800081253051758,0.002868175506591797,0.007819890975952148,0.4,0.85
8,6000,The Bs oscillation amplitude analysis,2055196155,10.1.1.342.403,22677204,"(17, '-', 9)",79351.3969771862,Match,0.0018744468688964844,0.0010449886322021484,0.0029859542846679688,0.4,0.85
8,6000,Language and thought,604453845,10.1.1.112.1934,5761584,"(9, '-', 9)",79351.3969771862,Match,0.0006783008575439453,0.0003032684326171875,0.0010075569152832031,0.4,0.85
8,6000,  The consequences of phenotypic plasticity for ecological speciation,2055196978,10.1.1.365.1698,27020305,"(49, '-', 27)",79351.3969771862,Match,0.005368471145629883,0.003217935562133789,0.008765935897827148,0.4,0.85
8,6000,Fermion mass prediction from Infra-red fixed points,2055197629,10.1.1.55.8776,7888214,"(21, '-', 21)",79351.3969771862,Match,0.0010979175567626953,0.0007307529449462891,0.0018739700317382812,0.4,0.85
8,6000,Practical issues in modeling large diagnostic systems with multiply sectioned Bayesian networks,2055198178,10.1.1.421.1983,300566,"(59, '-', 46)",79351.3969771862,Match,0.005994081497192383,0.004335641860961914,0.010559558868408203,0.4,0.85
8,6000,A posteriori error control for discontinuous Galerkin methods for parabolic problems,2055200031,10.1.1.312.6749,15009791,"(49, '-', 26)",79351.3969771862,Match,0.004166603088378906,0.002619504928588867,0.006926774978637695,0.4,0.85
8,6000,Electromagnetic fields in a 3D cavity and in a waveguide with oscillating walls,2055200493,10.1.1.252.9845,15085596,"(55, '-', 14)",79351.3969771862,Match,0.0071523189544677734,0.004088878631591797,0.011464595794677734,0.4,0.85
8,6000,1676 Kinetics and mechanism of the oxidation of disaccharides by Cr VI,2055201468,10.1.1.378.8266,25232871,"(40, '-', 15)",79351.3969771862,Match,0.0033659934997558594,0.002450704574584961,0.0059490203857421875,0.4,0.85
8,6000,XTC: a throughput control mechanism for Xen-based virtualized software routers,2055204099,10.1.1.228.3471,14156836,"(45, '-', 9)",79351.3969771862,Match,0.005190849304199219,0.003021717071533203,0.008386611938476562,0.4,0.85
8,6000,Lower bound for the energy of Bloch walls in micromagnetics,2055204174,10.1.1.160.3223,10929386,"(36, '-', 11)",79351.3969771862,Match,0.002608060836791992,0.001544952392578125,0.004240274429321289,0.4,0.85
8,6000,On the processing of regular and irregular forms of verbs and nouns: Evidence from neuropsychology,2055204443,10.1.1.323.9938,5657872,"(65, '-', 17)",79351.3969771862,Match,0.008072376251220703,0.005896329879760742,0.014299154281616211,0.4,0.85
8,6000,An adaptive cache coherence protocol optimized for producer-consumer sharing,2055204455,10.1.1.108.9651,1178782,"(53, '-', 16)",79351.3969771862,Match,0.0059931278228759766,0.004150390625,0.010392427444458008,0.4,0.85
8,6000,Simulating galaxy Clusters –II: global star formation histories and the galaxy Populations,2055205480,10.1.1.254.9135,15114186,"(42, '-', 32)",79351.3969771862,Match,0.005982637405395508,0.0040645599365234375,0.010273456573486328,0.4,0.85
8,6000,Quenched probes for highly specific detection of cellular RNAs,2055205732,10.1.1.323.2005,21205871,"(37, '-', 7)",79351.3969771862,Match,0.0021228790283203125,0.001463174819946289,0.0036706924438476562,0.4,0.85
8,6000,Conflict-free navigation in unknown urban environments,2055206265,10.1.1.185.4454,931039,"(26, '-', 11)",79351.3969771862,Match,0.0015032291412353516,0.0009789466857910156,0.0025463104248046875,0.4,0.85
8,6000, Whole genome phylogeny of the Drosophila melanogaster species subgroup: widespread discordance with species tree & evidence for incomplete lineage sorting,2055208125,10.1.1.79.4089,1254887,"(116, '-', 57)",79351.3969771862,Match,0.00832056999206543,0.00475764274597168,0.013342857360839844,0.4,0.85
8,6000,Review Mouse models of breast cancer metastasis,2055209420,10.1.1.280.570,17152559,"(22, '-', 18)",79351.3969771862,Match,0.0035779476165771484,0.0023691654205322266,0.0060787200927734375,0.4,0.85
8,6000,Automated theorem proving for hexagonal run length constrined capacity computation,2055211453,10.1.1.218.4480,6245390,"(56, '-', 18)",79351.3969771862,Match,0.002884387969970703,0.0021457672119140625,0.005159616470336914,0.4,0.85
