k,num_removed_kmers,candidate_paper_title,candidate_mag_id,candidate_dblp_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
6,3000,A logic simulation machine.,2853250474,conf/dac/AbramoviciLM82,"(12, '-', 7)",130318.57725667953,Match,0.009841680526733398,0.01245880126953125,0.022843122482299805,0.4,0.85
6,3000,Photovoltaic power generation.,2853633868,journals/pieee/Schwartz93,"(17, '-', 18)",130318.57725667953,Match,0.0074689388275146484,0.010919809341430664,0.01881551742553711,0.4,0.85
6,3000,Photovoltaic power generation.,2853817717,journals/pieee/Schwartz93,"(17, '-', 18)",130318.57725667953,Match,0.006535530090332031,0.00818943977355957,0.015074729919433594,0.4,0.85
6,3000,The importance of being dissimilar in Recommendation.,2854241106,journals/corr/abs-1807-04207,"(27, '-', 14)",130318.57725667953,Match,0.009180545806884766,0.011846065521240234,0.021525859832763672,0.4,0.85
6,3000,Polynomial bounds for centered colorings on proper minor-closed graph classes.,2854461116,journals/corr/abs-1807-03683,"(58, '-', 58)",130318.57725667953,Match,0.030451297760009766,0.038761138916015625,0.07067203521728516,0.4,0.85
6,3000,Spread spectrum communications.,2854795547,journals/jasis/Sharma86,"(14, '-', 14)",130318.57725667953,Match,0.015427350997924805,0.01704573631286621,0.033144474029541016,0.4,0.85
6,3000,On the choice of weight functions for linear representations of persistence diagrams.,2855166621,journals/corr/abs-1807-03678,"(50, '-', 21)",130318.57725667953,Match,0.027004480361938477,0.03655695915222168,0.06503844261169434,0.4,0.85
6,3000,On guiding video object segmentation.,2228165179,conf/cbmi/OrtegoMSA0O19,"(16, '-', 13)",130318.57725667953,Match,0.007998943328857422,0.012838125228881836,0.02135181427001953,0.4,0.85
6,3000,Providing guidance for maintenance operations using automatic markerless augmented reality system.,2031786956,conf/vr/AlvarezAB13,"(65, '-', 20)",130318.57725667953,Match,0.0348057746887207,0.042855024337768555,0.07929301261901855,0.4,0.85
6,3000,Geo-logical routing in wireless sensor networks.,2347357562,conf/secon/DhanapalaJ11,"(20, '-', 20)",130318.57725667953,Match,0.013581037521362305,0.015870332717895508,0.030084848403930664,0.4,0.85
6,3000,A Note on Deterministic and Nondeterministic Time Complexity,2031805167,journals/iandc/EvenLY82,"(24, '-', 27)",130318.57725667953,Match,0.023946762084960938,0.027147769927978516,0.05212569236755371,0.4,0.85
6,3000,Meta-heuristics for the one-dimensional cutting stock problem with usable leftover.,2031811260,journals/heuristics/RaveloMS20,"(41, '-', 35)",130318.57725667953,Match,0.018432140350341797,0.025388479232788086,0.044878244400024414,0.4,0.85
6,3000,Improved rate control for MPEG-4 video transport over wireless channel.,2031811874,conf/vcip/ChenNZ03,"(34, '-', 15)",130318.57725667953,Match,0.01544642448425293,0.024750471115112305,0.04113650321960449,0.4,0.85
6,3000,Letter from the Publisher.,2330052766,journals/ami/Berkelaer99,"(12, '-', 13)",130318.57725667953,Match,0.013548135757446289,0.015785694122314453,0.02995920181274414,0.4,0.85
