k,num_removed_kmers,candidate_paper_title,candidate_mag_id,candidate_dblp_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
6,3000,Improving sensor network immunity under worm attacks: A software diversity approach.,2108986857,journals/adhoc/YangZC16,"(45, '-', 11)",112374.99884915352,Match,0.024088144302368164,0.03740358352661133,0.06251883506774902,0.4,0.85
6,3000,The capacity of a class of 3-receiver broadcast channels with degraded message sets,2108988815,journals/corr/abs-0712-3327,"(59, '-', 41)",112374.99884915352,Match,0.03836464881896973,0.052025794982910156,0.09171819686889648,0.4,0.85
6,3000,The VLSI design of a single chip for the multiplication of integers modulo a Fermat number.,2108989775,journals/tsp/ChangTSRH85,"(48, '-', 11)",112374.99884915352,Match,0.019713163375854492,0.032022714614868164,0.05261969566345215,0.4,0.85
6,3000,Fourth-order blind identification of underdetermined mixtures of sources (FOBIUM).,2108993730,journals/tsp/FerreolAC05,"(41, '-', 21)",112374.99884915352,Match,0.01954793930053711,0.034630775451660156,0.05513787269592285,0.4,0.85
6,3000,Risks to the public.,2108994565,journals/sigsoft/Neumann06e,"(10, '-', 10)",112374.99884915352,Match,0.004531383514404297,0.006922006607055664,0.011680364608764648,0.4,0.85
6,3000,Blind adaptive estimation of KLT basis vectors.,2109015378,conf/icassp/Davila00,"(21, '-', 10)",112374.99884915352,Match,0.01317453384399414,0.017771005630493164,0.03146243095397949,0.4,0.85
6,3000,Partial-scan delay fault testing of asynchronous circuits.,2109020844,journals/tcad/KishinevskyKLST98,"(37, '-', 17)",112374.99884915352,Match,0.0221405029296875,0.029055356979370117,0.05203843116760254,0.4,0.85
6,3000,"Multiperspective modeling, rendering, and imaging.",1989630219,conf/siggrapha/YuM008,"(19, '-', 8)",112374.99884915352,Match,0.015576839447021484,0.029469966888427734,0.045842647552490234,0.4,0.85
6,3000,Subspace identification with guaranteed stability using constrained optimization.,2109026624,conf/amcc/LacyB02a,"(38, '-', 17)",112374.99884915352,Match,0.022629261016845703,0.033125877380371094,0.05663418769836426,0.4,0.85
6,3000,A genetic algorithm for the balancing and sequencing problem in the mixed-model U-line.,1989632153,conf/cipls/ZhanZ13,"(36, '-', 15)",112374.99884915352,Match,0.02902388572692871,0.040825843811035156,0.07089352607727051,0.4,0.85
6,3000,Detection of divided planar object for augmented reality applications.,2109029927,conf/vr/NishizakaNTH11a,"(38, '-', 15)",112374.99884915352,Match,0.012880802154541016,0.02048945426940918,0.03395843505859375,0.4,0.85
6,3000,Iterative Wiener filters for image restoration.,2109030076,conf/icassp/HilleryC90,"(23, '-', 20)",112374.99884915352,Match,0.014917612075805664,0.021942138671875,0.037473440170288086,0.4,0.85
6,3000,An efficient adaptive distributed space-time coding scheme for cooperative relaying.,2109032089,journals/twc/AboueiBK09,"(43, '-', 23)",112374.99884915352,Match,0.03343701362609863,0.05015921592712402,0.08489418029785156,0.4,0.85
6,3000,Hermes: A quantitative trust establishment framework for reliable data packet delivery in MANETs.,2109033806,journals/jcs/ZouridakiMHT07,"(62, '-', 19)",112374.99884915352,Match,0.0345921516418457,0.04574251174926758,0.08156013488769531,0.4,0.85
6,3000,Corrigendum: EuGene: maximizing synthetic gene design for heterologous expression.,2109036608,journals/bioinformatics/GasparOFSM16,"(42, '-', 15)",112374.99884915352,Match,0.016526222229003906,0.022449493408203125,0.039620399475097656,0.4,0.85
6,3000,EERP: energy-efficient routing protocol for wireless sensor networks.,2109036751,conf/notere/BoulfekharB08,"(32, '-', 34)",112374.99884915352,Match,0.03591609001159668,0.040976524353027344,0.07794022560119629,0.4,0.85
6,3000,Tracking and decoupling of multivariable non-linear systems.,2109038521,journals/ijmic/NassirharandH09,"(28, '-', 16)",112374.99884915352,Match,0.022548437118530273,0.031273603439331055,0.05465984344482422,0.4,0.85
6,3000,Adaptive receiver algorithms for near-far resistant CDMA.,2109054266,conf/pimrc/MitraP92,"(26, '-', 14)",112374.99884915352,Match,0.01720595359802246,0.024738788604736328,0.04266023635864258,0.4,0.85
6,3000,The F5 criterion revised.,1989653154,journals/jsc/ArriP11,"(14, '-', 11)",112374.99884915352,Match,0.004826784133911133,0.006014823913574219,0.011039495468139648,0.4,0.85
6,3000,Generalized likelihood ratio discriminant analysis.,2109066053,conf/asru/TahirHPSN09,"(34, '-', 17)",112374.99884915352,Match,0.013913869857788086,0.011914730072021484,0.026227712631225586,0.4,0.85
6,3000,Coordinated linear beamforming in downlink multi-cell wireless networks.,1989654694,conf/acssc/VenturinoP008,"(44, '-', 16)",112374.99884915352,Match,0.020853757858276367,0.02307581901550293,0.04456353187561035,0.4,0.85
6,3000,Persistence in Data Warehousing.,1989659984,conf/rcis/WinsemannK12,"(11, '-', 12)",112374.99884915352,Match,0.011873483657836914,0.01758432388305664,0.029996395111083984,0.4,0.85
6,3000,Formal analysis of piecewise affine systems through formula-guided refinement.,2109082753,conf/cdc/YordanovTBCB10,"(48, '-', 18)",112374.99884915352,Match,0.020165443420410156,0.030567407608032227,0.05156707763671875,0.4,0.85
6,3000,Degree Bounded Matroids and Submodular Flows.,2109095726,conf/ipco/KiralyLS08,"(14, '-', 15)",112374.99884915352,Match,0.01564192771911621,0.023488283157348633,0.03978919982910156,0.4,0.85
6,3000,Control of a man-machine system interacting with the environment.,1989671522,journals/ar/KosugeFF93,"(26, '-', 13)",112374.99884915352,Match,0.028369665145874023,0.04118776321411133,0.07079887390136719,0.4,0.85
6,3000,Crowdsourcing techniques to create a fuzzy subset of SNOMED CT for semantic tagging of medical documents.,2109098928,conf/fuzzIEEE/ParryT10,"(66, '-', 17)",112374.99884915352,Match,0.03088665008544922,0.043888092041015625,0.07599020004272461,0.4,0.85
6,3000,"Bottleneck links, variable demand, and the tragedy of the commons.",2109100022,conf/soda/ColeDR06,"(36, '-', 14)",112374.99884915352,Match,0.017008304595947266,0.02898693084716797,0.04679751396179199,0.4,0.85
6,3000,Assessing scientific research performance and impact with single indices.,2109102024,journals/scientometrics/PanaretosM09,"(45, '-', 15)",112374.99884915352,Match,0.02898263931274414,0.04061102867126465,0.0708465576171875,0.4,0.85
6,3000,Dynamic steering control of conventionally-steered mobile robots.,2109111450,conf/icra/FengK90,"(39, '-', 13)",112374.99884915352,Match,0.020798206329345703,0.03192853927612305,0.05356264114379883,0.4,0.85
6,3000,"Citius, altius, fortius.",1989680223,conf/siggraph/Deimann15,"(5, '-', 2)",112374.99884915352,Match,0.0006003379821777344,0.0008981227874755859,0.0015306472778320312,0.4,0.85
6,3000,An orthogonal electric fish optimization algorithm with quantization for global numerical optimization.,2109116383,journals/soco/WangLTD23,"(38, '-', 20)",112374.99884915352,Match,0.025484085083007812,0.030054330825805664,0.05635261535644531,0.4,0.85
6,3000,Our new world.,629039826,journals/dt/Xa98d,"(7, '-', 5)",112374.99884915352,Match,0.00032639503479003906,0.0003306865692138672,0.0006754398345947266,0.4,0.85
6,3000,Optimal transmitter eigen-beamforming and space-time block coding based on channel correlations.,2109117385,conf/icc/ZhouG02,"(48, '-', 17)",112374.99884915352,Match,0.0347142219543457,0.04631757736206055,0.08223176002502441,0.4,0.85
6,3000,Letter from the editor.,1989683976,journals/ami/X94s,"(15, '-', 15)",112374.99884915352,Match,0.012294530868530273,0.012304067611694336,0.02500462532043457,0.4,0.85
6,3000,Inverting sampled ADSL traffic.,2109121608,conf/icc/AzzounaGPRFA05,"(13, '-', 8)",112374.99884915352,Match,0.005928516387939453,0.007929563522338867,0.014126300811767578,0.4,0.85
6,3000,Design and Control of a Powered Transfemoral Prosthesis.,2109135013,journals/ijrr/SupBG08,"(12, '-', 27)",112374.99884915352,Match,0.014139652252197266,0.024302959442138672,0.03914666175842285,0.4,0.85
6,3000,Recovery from control plane failures in the CR-LDP signalling protocol.,1989694260,conf/icc/WuSMM03,"(38, '-', 34)",112374.99884915352,Match,0.02110600471496582,0.03185462951660156,0.053794145584106445,0.4,0.85
6,3000,Topics in internet technology.,2109154866,journals/cm/GuizaniA06,"(14, '-', 14)",112374.99884915352,Match,0.008140087127685547,0.012430906295776367,0.020976543426513672,0.4,0.85
6,3000,Bilattices and Modal Operators.,2109160451,journals/logcom/Ginsberg90,"(9, '-', 9)",112374.99884915352,Match,0.014552831649780273,0.024554967880249023,0.039774179458618164,0.4,0.85
6,3000,Bisimulations for fuzzy automata.,1989709510,journals/fss/CiricIDB12,"(15, '-', 13)",112374.99884915352,Match,0.013123512268066406,0.021387100219726562,0.03513002395629883,0.4,0.85
6,3000,Counting and enumeration complexity with application to multicriteria scheduling.,1989711546,journals/4or/TKindtBE05,"(42, '-', 14)",112374.99884915352,Match,0.026292085647583008,0.0372772216796875,0.06456160545349121,0.4,0.85
6,3000,From requirements to multi-agent architecture using organisational concepts.,1989712601,conf/selmas/BastosC05,"(40, '-', 12)",112374.99884915352,Match,0.02158975601196289,0.03719973564147949,0.05980873107910156,0.4,0.85
6,3000,An interval algorithm for finding all solutions of non-linear resistive circuits.,1989713495,journals/ijcta/YamamuraI04,"(43, '-', 17)",112374.99884915352,Match,0.025135517120361328,0.04005622863769531,0.06623601913452148,0.4,0.85
6,3000,Negative capacitance circuits for process variations compensation and timing yield improvement.,1989715563,conf/ccece/MostafaAE14,"(63, '-', 16)",112374.99884915352,Match,0.036737918853759766,0.049846649169921875,0.08798074722290039,0.4,0.85
6,3000,The search for chromatically unique graphs - II.,1989719968,journals/dm/KohT97,"(26, '-', 16)",112374.99884915352,Match,0.013912677764892578,0.02156805992126465,0.036090850830078125,0.4,0.85
6,3000,Control of an unstable reaction-diffusion PDE with long input delay.,2109195887,conf/cdc/Krstic09a,"(34, '-', 12)",112374.99884915352,Match,0.013849020004272461,0.023723363876342773,0.038225650787353516,0.4,0.85
6,3000,A computationally efficient algorithm of iterative learning control for discrete-time linear time-varying systems.,2109199677,journals/automatica/HakvoortADJ09,"(51, '-', 24)",112374.99884915352,Match,0.04043269157409668,0.05875968933105469,0.10071039199829102,0.4,0.85
6,3000,Remark on algorithm 135 [F4]: CROUT with equilibration and iteration.,1989731034,journals/cacm/Meissner65,"(27, '-', 9)",112374.99884915352,Match,0.01713275909423828,0.0304718017578125,0.048476219177246094,0.4,0.85
6,3000,On the Ring Isomorphism &amp; Automorphism Problems,2109203867,journals/eccc/ECCC-TR04-109,"(23, '-', 22)",112374.99884915352,Match,0.013138532638549805,0.015116453170776367,0.028713226318359375,0.4,0.85
6,3000,Convexity-based algorithms for design centering.,2109205632,conf/iccad/SapatnekarVK93,"(19, '-', 8)",112374.99884915352,Match,0.00986623764038086,0.016044139862060547,0.02640366554260254,0.4,0.85
6,3000,Local heuristics and the emergence of spanning subgraphs in complex networks.,1989732319,journals/tcs/StaufferB06,"(46, '-', 14)",112374.99884915352,Match,0.028284072875976562,0.04209780693054199,0.07152986526489258,0.4,0.85
6,3000,On the capacity achieving covariance matrix for Rician MIMO channels: an asymptotic approach.,2109213734,journals/corr/DumontHLLN07,"(55, '-', 20)",112374.99884915352,Match,0.03670096397399902,0.050580739974975586,0.0886533260345459,0.4,0.85
6,3000,On the impulse response of a discrete-time linear IIR system.,1989736789,journals/dsp/MallikR03,"(29, '-', 13)",112374.99884915352,Match,0.017681360244750977,0.03084254264831543,0.04935717582702637,0.4,0.85
6,3000,A 1.2 GHz programmable DLL-based frequency multiplier for wireless applications.,1989743371,conf/icecsys/WangSH02a,"(35, '-', 13)",112374.99884915352,Match,0.0207211971282959,0.03076481819152832,0.05231118202209473,0.4,0.85
6,3000,Toward better wireload models in the presence of obstacles.,2109226857,conf/aspdac/ChengKLS01,"(42, '-', 17)",112374.99884915352,Match,0.025605440139770508,0.04094219207763672,0.06765913963317871,0.4,0.85
6,3000,Contention-based performance evaluation of multidimensional range search in peer-to-peer networks.,1989746319,conf/infoscale/BlanasS07,"(44, '-', 18)",112374.99884915352,Match,0.026607513427734375,0.03617525100708008,0.06376004219055176,0.4,0.85
6,3000,What can we measure?,2109231445,conf/siggraph/Schroder05,"(12, '-', 7)",112374.99884915352,Match,0.002911806106567383,0.0031592845916748047,0.006181955337524414,0.4,0.85
6,3000,A model of the cerebellum in adaptive control of saccadic gain.,2109245224,journals/bc/SchweighoferAD96,"(38, '-', 14)",112374.99884915352,Match,0.012187957763671875,0.018312454223632812,0.031067609786987305,0.4,0.85
6,3000,International symposium on symbolic and algebraic computation poster abstracts 2003.,2109246443,journals/cca/Caprotti03,"(57, '-', 21)",112374.99884915352,Match,0.020292997360229492,0.029479026794433594,0.050554513931274414,0.4,0.85
6,3000,Time-adaptive high-order compact finite difference schemes for option pricing in a family of stochastic volatility models.,2109252891,journals/corr/abs-2107-09094,"(58, '-', 28)",112374.99884915352,Match,0.03897833824157715,0.05979299545288086,0.10034608840942383,0.4,0.85
6,3000,Message from the guest editors.,2390768920,journals/ijisec/AhmedNSSW12,"(14, '-', 14)",112374.99884915352,Match,0.007742643356323242,0.009500980377197266,0.01756739616394043,0.4,0.85
6,3000,A structural encoding technique for the synthesis of asynchronous circuits.,2109257065,conf/acsd/CarmonaCP01,"(41, '-', 17)",112374.99884915352,Match,0.03708314895629883,0.05202198028564453,0.09046363830566406,0.4,0.85
6,3000,Impulse controllability of switched differential-algebraic equations.,2109258834,conf/eucc/WijnbergenT20,"(30, '-', 29)",112374.99884915352,Match,0.019289731979370117,0.023886919021606445,0.04384136199951172,0.4,0.85
6,3000,Quality assessment and structural change in universities.,1989773781,journals/scientometrics/Nybom99,"(28, '-', 28)",112374.99884915352,Match,0.018510103225708008,0.03098893165588379,0.050339460372924805,0.4,0.85
6,3000,Multicores-periphery structure in networks.,2390793277,journals/netsci/YanL19,"(20, '-', 17)",112374.99884915352,Match,0.00955510139465332,0.012918710708618164,0.02289271354675293,0.4,0.85
6,3000,Assessing the Effect of Marketing Investments in a Business Marketing Context.,2109298859,journals/mktsci/KumarSLC11,"(24, '-', 27)",112374.99884915352,Match,0.031452178955078125,0.041106462478637695,0.07362699508666992,0.4,0.85
6,3000,A study to evaluate the digitization level of Korean libraries (part II).,2390814182,journals/lht/Noh16a,"(43, '-', 15)",112374.99884915352,Match,0.02053380012512207,0.03200817108154297,0.05342245101928711,0.4,0.85
6,3000,A secure remote user mutual authentication scheme using smart cards.,2109313136,conf/comcomap/LiLZNK14,"(31, '-', 20)",112374.99884915352,Match,0.0186460018157959,0.026315689086914062,0.04566621780395508,0.4,0.85
6,3000,Bridging the data integration gap: from theory to implementation.,1989795485,journals/sigsoft/BennettB11,"(32, '-', 15)",112374.99884915352,Match,0.02390265464782715,0.03358793258666992,0.05840015411376953,0.4,0.85
6,3000,A survey of the communication theory literature: 1968-1973.,2109319399,journals/tit/Lucky73,"(23, '-', 11)",112374.99884915352,Match,0.022147655487060547,0.03545260429382324,0.05853414535522461,0.4,0.85
6,3000,A reconfigurable multi-function computing cache architecture.,2109320757,conf/fpga/KimST00,"(27, '-', 13)",112374.99884915352,Match,0.02313518524169922,0.031125307083129883,0.055085182189941406,0.4,0.85
6,3000,isBF: Scalable in-packet bloom filter based multicast.,1989798102,journals/comcom/NikolaevskiyLPP15,"(29, '-', 13)",112374.99884915352,Match,0.01772308349609375,0.02703714370727539,0.04548764228820801,0.4,0.85
6,3000,Roundoff error analysis of the discrete Wigner distribution using fixed-point arithmetic.,2109322941,conf/icassp/GriffinRT89,"(42, '-', 19)",112374.99884915352,Match,0.0200808048248291,0.02849602699279785,0.04934430122375488,0.4,0.85
6,3000,A fully-integrated two-channel A/D interface for the acquisition of cardiac signals in implantable pacemakers.,2109327960,conf/esscirc/GerosaMN03,"(58, '-', 19)",112374.99884915352,Match,0.03382086753845215,0.04867863655090332,0.08378124237060547,0.4,0.85
6,3000,Principles of acoustic devices.,2109328287,journals/pieee/Elko86,"(21, '-', 12)",112374.99884915352,Match,0.013631105422973633,0.014017820358276367,0.028087854385375977,0.4,0.85
6,3000,Independent minimum length programs to translate between given strings.,2109334906,journals/tcs/VereshchaginV02,"(50, '-', 15)",112374.99884915352,Match,0.019237995147705078,0.0330655574798584,0.05319094657897949,0.4,0.85
6,3000,SEAR: a secure efficient <i>ad hoc</i> on demand routing protocol for wireless networks.,2109334958,journals/scn/LiZWHPT09,"(40, '-', 18)",112374.99884915352,Match,0.02546072006225586,0.03578042984008789,0.06219482421875,0.4,0.85
6,3000,Discrete utterance speech recognition without time alignment.,2109336649,conf/icassp/BrownA85,"(31, '-', 14)",112374.99884915352,Match,0.02288961410522461,0.030144691467285156,0.0538480281829834,0.4,0.85
6,3000,Human values and the future of technology: a declaration of responsibility.,1989806397,journals/sigcas/Shneiderman99,"(30, '-', 11)",112374.99884915352,Match,0.021025896072387695,0.03638339042663574,0.05837202072143555,0.4,0.85
6,3000,KTK: kernel support for configurable objects and invocations.,2109345443,conf/cds/GheithMSS94,"(34, '-', 9)",112374.99884915352,Match,0.02352762222290039,0.035462379455566406,0.05995488166809082,0.4,0.85
6,3000,Robust impulse control of uncertain singular systems by decentralized output feedback.,2109370733,journals/tac/WangB00,"(57, '-', 19)",112374.99884915352,Match,0.0291745662689209,0.03852725028991699,0.0687863826751709,0.4,0.85
6,3000,Protokoll des 83. Kolloquiums &uuml;ber die Anwendung der EDV in den Geisteswissenschaften 17 November 2001.,1989832250,journals/lalc/Kottke06c,"(52, '-', 46)",112374.99884915352,Match,0.0029621124267578125,0.0032312870025634766,0.00629734992980957,0.4,0.85
6,3000,Building data warehouses with semantic web data.,2109386414,journals/dss/NebotL12,"(22, '-', 13)",112374.99884915352,Match,0.013336658477783203,0.018617868423461914,0.03251457214355469,0.4,0.85
6,3000,The era of Cloud Computer thru bio-detecting and open-resources to achieve the Ubiquitous devices.,1989837338,conf/iccel/YangH12a,"(43, '-', 14)",112374.99884915352,Match,0.01989293098449707,0.02861309051513672,0.04927825927734375,0.4,0.85
6,3000,Granular association rules for multi-valued data.,1989837385,conf/ccece/MinZ13,"(28, '-', 20)",112374.99884915352,Match,0.018108844757080078,0.02565455436706543,0.04448270797729492,0.4,0.85
6,3000,Differential gene expression analysis using coexpression and RNA-Seq data.,2109392555,conf/iccabs/YangGJ13,"(32, '-', 14)",112374.99884915352,Match,0.016355037689208984,0.025277137756347656,0.04232931137084961,0.4,0.85
6,3000,Blind recognition of punctured convolutional codes.,2109394650,conf/isit/LuSLZ04,"(25, '-', 15)",112374.99884915352,Match,0.0114288330078125,0.016370773315429688,0.02828383445739746,0.4,0.85
6,3000,Combining ordered best-first search with branch and bound for exact BDD minimization.,2109402501,conf/aspdac/EbendtGD04a,"(53, '-', 15)",112374.99884915352,Match,0.029172182083129883,0.043181419372558594,0.07349896430969238,0.4,0.85
6,3000,"Comments on ""Towards increasing speech recognition error rates"" by H. Bourlard, H. Hermansky, and N. Morgan.",1989843529,journals/speech/Mori96,"(44, '-', 44)",112374.99884915352,Match,0.02841806411743164,0.04049801826477051,0.07004022598266602,0.4,0.85
6,3000,Indirect shear force estimation for multi-point shear force operations.,1989843628,conf/chi/HeoL13a,"(59, '-', 12)",112374.99884915352,Match,0.016425132751464844,0.0225980281829834,0.03966259956359863,0.4,0.85
6,3000,Approximating Minimum Cocolourings.,2109406431,conf/fct/FominKN01,"(10, '-', 10)",112374.99884915352,Match,0.010715007781982422,0.014862298965454102,0.0260312557220459,0.4,0.85
6,3000,Can continuous speech recognizers handle isolated speech?,2109409702,conf/interspeech/AllevaHHJ97,"(46, '-', 19)",112374.99884915352,Match,0.01226186752319336,0.015635251998901367,0.028354883193969727,0.4,0.85
6,3000,Embedding HMM's-based models in a Euclidean space: The topological hidden Markov models.,1989846682,conf/icpr/Bouchaffra08,"(38, '-', 16)",112374.99884915352,Match,0.02978825569152832,0.04646944999694824,0.07748794555664062,0.4,0.85
6,3000,Battery-powered miniaturized electroporation system for in-situ gene transfer in stem cell research.,2109414525,conf/nems/HeCL09a,"(63, '-', 14)",112374.99884915352,Match,0.030012845993041992,0.0459287166595459,0.07715749740600586,0.4,0.85
6,3000,Note on families of pairing-friendly elliptic curves with small embedding degree.,2390923180,journals/corr/Okano16,"(60, '-', 28)",112374.99884915352,Match,0.025265216827392578,0.03969979286193848,0.06603479385375977,0.4,0.85
