k,num_removed_kmers,candidate_paper_title,candidate_mag_id,candidate_dblp_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
6,3000,Integration of IT strategy and enterprise architecture models.,1968760167,conf/compsystech/Velitchkov08,"(26, '-', 18)",129915.09028315544,Match,0.027906179428100586,0.0325777530670166,0.06182527542114258,0.4,0.85
6,3000,Stability analysis and robust composite controller synthesis for flexible joint robots.,2140101877,conf/iros/TaghiradK02,"(45, '-', 27)",129915.09028315544,Match,0.022736310958862305,0.03276824951171875,0.05681276321411133,0.4,0.85
6,3000,Regelungstechnisches Kolloquium in Boppard.,2067956551,journals/at/Trachtler10,"(24, '-', 24)",129915.09028315544,Match,0.0025818347930908203,0.004596710205078125,0.00738978385925293,0.4,0.85
6,3000,Compensation of state-dependent state delay for nonlinear systems.,2140107881,conf/amcc/Bekiaris-LiberisJK12,"(40, '-', 27)",129915.09028315544,Match,0.02190232276916504,0.022864341735839844,0.04562544822692871,0.4,0.85
6,3000,Cyclic codes from the second class two-prime Whiteman's generalized cyclotomic sequence with order 6.,2067961072,journals/corr/KewatK15,"(60, '-', 19)",129915.09028315544,Match,0.032464027404785156,0.03998374938964844,0.07401204109191895,0.4,0.85
6,3000,An adaptive power distribution algorithm for improving spectral efficiency in OFDM.,2140112662,conf/globecom/LeiHWZ04,"(37, '-', 15)",129915.09028315544,Match,0.03302168846130371,0.03879976272583008,0.0733792781829834,0.4,0.85
6,3000,A visual programming language for drawing and executing flowcharts.,2140112771,conf/mipro/LucaninF11,"(45, '-', 14)",129915.09028315544,Match,0.025602102279663086,0.03615593910217285,0.06317901611328125,0.4,0.85
6,3000,Injective coloring of planar graphs.,2140113822,journals/dam/BuCRW09,"(19, '-', 16)",129915.09028315544,Match,0.009106874465942383,0.014514923095703125,0.02419900894165039,0.4,0.85
6,3000,ExpertFit: how the ExpertFit distribution-fitting software can make your simulation models more valid.,2140115422,conf/wsc/LawM02a,"(49, '-', 46)",129915.09028315544,Match,0.028059005737304688,0.035948991775512695,0.06539487838745117,0.4,0.85
6,3000,Uselessness for an Oracle Model with Internal Randomness,2140115443,journals/corr/abs-1111-1462,"(23, '-', 12)",129915.09028315544,Match,0.022320032119750977,0.027812719345092773,0.051221609115600586,0.4,0.85
6,3000,Fast multi-scale edge-detection in medical ultrasound signals.,1968767667,journals/sigpro/Nes12,"(30, '-', 19)",129915.09028315544,Match,0.014519214630126953,0.017161130905151367,0.03236865997314453,0.4,0.85
6,3000,The Auckland layout editor: an improved GUI layout specification process.,1968768612,conf/chinz/ZeidlerLWS12,"(41, '-', 10)",129915.09028315544,Match,0.018883466720581055,0.025572538375854492,0.0454564094543457,0.4,0.85
6,3000,Multi-resolution approach to time series retrieval.,2067965111,conf/ideas/FuadM10,"(21, '-', 14)",129915.09028315544,Match,0.008912801742553711,0.01241612434387207,0.021821975708007812,0.4,0.85
6,3000,Immediate detection of predicates in pervasive environments.,2067966364,conf/middleware/Kshemkalyani10,"(35, '-', 15)",129915.09028315544,Match,0.015020132064819336,0.01760244369506836,0.03336334228515625,0.4,0.85
6,3000,Generic axiomatized digital surface-structures.,1968770938,journals/dam/FoureyKH04,"(26, '-', 9)",129915.09028315544,Match,0.009958505630493164,0.014497518539428711,0.025040864944458008,0.4,0.85
6,3000,The impact of negative game reviews and user comments on player experience.,1968771487,conf/siggraph/LivingstonNM11,"(56, '-', 17)",129915.09028315544,Match,0.027024507522583008,0.03492093086242676,0.06335258483886719,0.4,0.85
6,3000,Certification of algorithm 148: term of magic square.,1968771490,journals/cacm/Thoro63,"(23, '-', 6)",129915.09028315544,Match,0.002654552459716797,0.004856109619140625,0.007709026336669922,0.4,0.85
6,3000,Output sensitive algorithm for covering many points.,140573528,journals/corr/GhasemalizadehR13,"(28, '-', 12)",129915.09028315544,Match,0.013447284698486328,0.02113938331604004,0.03540945053100586,0.4,0.85
6,3000,On the design of robust controllers for arbitrary uncertainty structures.,2140125743,conf/amcc/LagoaLS03,"(38, '-', 11)",129915.09028315544,Match,0.01605844497680664,0.02244114875793457,0.03935813903808594,0.4,0.85
6,3000,iMapping: a zooming user interface approach for personal and semantic knowledge management.,1979439101,conf/ht/HallerA10,"(46, '-', 15)",129915.09028315544,Match,0.027438640594482422,0.0387721061706543,0.06770944595336914,0.4,0.85
6,3000,Global uniform asymptotic stabilization of an underactuated surface vessel.,2140129236,conf/cdc/MazencPN02,"(41, '-', 32)",129915.09028315544,Match,0.016657114028930664,0.018111705780029297,0.0354921817779541,0.4,0.85
6,3000,Generalized Chen transform: a fast transform for image compression.,1979440799,journals/jei/Allen94,"(29, '-', 17)",129915.09028315544,Match,0.02100205421447754,0.024288177490234375,0.04625654220581055,0.4,0.85
6,3000,A simplified lattice factorization for linear-phase paraunitary filter banks with pairwise mirror image frequency responses.,2140129944,conf/iscas/GanM03,"(90, '-', 24)",129915.09028315544,Match,0.036301374435424805,0.04583239555358887,0.08389425277709961,0.4,0.85
