k,num_removed_kmers,candidate_paper_title,candidate_mag_id,candidate_dblp_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
6,3000,Linguistics and information science.,2352568938,journals/jasis/Briner72,"(12, '-', 11)",129284.95547389984,Match,0.013926506042480469,0.019484996795654297,0.03419375419616699,0.4,0.85
6,3000,Methods in search of methodology - combining HCI and object orientation.,2352705620,conf/chi/McDanielOO94a,"(32, '-', 9)",129284.95547389984,Match,0.02279520034790039,0.030235767364501953,0.054312944412231445,0.4,0.85
6,3000,isBF: Scalable in-packet bloom filter based multicast.,882268017,journals/comcom/NikolaevskiyLPP15,"(29, '-', 13)",129284.95547389984,Match,0.016272306442260742,0.023203372955322266,0.040401458740234375,0.4,0.85
6,3000,Recent advances in robotics.,882886389,journals/pieee/Pai87,"(13, '-', 13)",129284.95547389984,Match,0.009307861328125,0.013617515563964844,0.023542165756225586,0.4,0.85
6,3000,Opportunities and challenges of mobile learning for promoting mathematical literacy.,2411851331,conf/acis/AbidinM0S15,"(56, '-', 18)",129284.95547389984,Match,0.04546213150024414,0.04876375198364258,0.09612226486206055,0.4,0.85
6,3000,Grassmannian beamforming for MIMO amplify-and-forward relaying.,2352950685,conf/ciss/KhoshnevisYA08,"(34, '-', 19)",129284.95547389984,Match,0.01881575584411621,0.02128005027770996,0.040914297103881836,0.4,0.85
6,3000,On fixed-point theorems in fuzzy metric spaces.,2353021325,journals/fss/GregoriS02,"(31, '-', 24)",129284.95547389984,Match,0.015682220458984375,0.02554011344909668,0.042229652404785156,0.4,0.85
6,3000,A recognition time reduction algorithm for large-vocabulary speech recognition.,887356956,conf/interspeech/KooULKK90a,"(42, '-', 31)",129284.95547389984,Match,0.02066802978515625,0.020705223083496094,0.042192935943603516,0.4,0.85
6,3000,On separation axioms in <i>I</i>-fuzzy topological spaces.,2353258109,journals/fss/YueF06,"(25, '-', 25)",129284.95547389984,Match,0.010929346084594727,0.018842697143554688,0.030521392822265625,0.4,0.85
6,3000,Computational geometry column 33.,2412007458,journals/ijcga/ORourke98,"(15, '-', 15)",129284.95547389984,Match,0.005750894546508789,0.009054183959960938,0.015158891677856445,0.4,0.85
6,3000,Equitable neighbour-sum-distinguishing edge and total colourings.,2412010298,journals/dam/BaudonPPSSW17,"(45, '-', 32)",129284.95547389984,Match,0.014919757843017578,0.02089691162109375,0.03671908378601074,0.4,0.85
6,3000,Coz: finding code that counts with causal profiling.,2412033124,conf/sosp/CurtsingerB15,"(37, '-', 11)",129284.95547389984,Match,0.011789560317993164,0.0207827091217041,0.03341817855834961,0.4,0.85
6,3000,Test generation for sequential circuits.,2353417508,journals/tcad/MaDNS88,"(17, '-', 11)",129284.95547389984,Match,0.01053476333618164,0.014954328536987305,0.026118040084838867,0.4,0.85
6,3000,"Combinatorial geometries: Matroids, oriented matroids and applications. Special issue in memory of Michel Las Vergnas.",2353442661,journals/ejc/CordovilFGA15,"(59, '-', 20)",129284.95547389984,Match,0.026947736740112305,0.0345001220703125,0.06283688545227051,0.4,0.85
6,3000,Robust adaptive control for a class of MIMO nonlinear systems.,2353484370,conf/cdc/XuI02,"(21, '-', 28)",129284.95547389984,Match,0.021499156951904297,0.02752685546875,0.050084829330444336,0.4,0.85
6,3000,Learning from experience.,2412084500,journals/cacm/Horning01,"(9, '-', 9)",129284.95547389984,Match,0.006807565689086914,0.007840633392333984,0.014949560165405273,0.4,0.85
6,3000,A new artificial bee colony algorithm based on modified search strategy.,2353615935,journals/ijcsm/LiXZYZWW22,"(31, '-', 21)",129284.95547389984,Match,0.013597249984741211,0.018119335174560547,0.03243303298950195,0.4,0.85
6,3000,One-stroke polynomials over a ring of modulo $2^w$.,2353630631,journals/corr/IwasakiU16a,"(31, '-', 15)",129284.95547389984,Match,0.012515068054199219,0.015498161315917969,0.028626203536987305,0.4,0.85
6,3000,A call to arms.,2412140016,journals/queue/GrayC05,"(7, '-', 7)",129284.95547389984,Match,0.0001766681671142578,0.0001633167266845703,0.00035309791564941406,0.4,0.85
6,3000,Full duplex device-to-device communication in cellular networks.,2412172166,conf/eucnc/AliRL14,"(22, '-', 21)",129284.95547389984,Match,0.013225793838500977,0.01737356185913086,0.031334877014160156,0.4,0.85
6,3000,Sampling in software engineering research: a critical review and guidelines.,2353739181,journals/ese/BaltesR22,"(42, '-', 28)",129284.95547389984,Match,0.03361654281616211,0.04175138473510742,0.0770256519317627,0.4,0.85
6,3000,Coming of age.,2412184704,journals/trob/Bekey87,"(5, '-', 6)",129284.95547389984,Match,0.002177000045776367,0.003964424133300781,0.006311178207397461,0.4,0.85
6,3000,Vorwort der Organisatoren der Workshops.,894854010,conf/delfi/RensingSR07,"(21, '-', 10)",129284.95547389984,Match,0.005324125289916992,0.007412910461425781,0.013017654418945312,0.4,0.85
6,3000,Standards and Guidelines.,2412250238,reference/crc/Vanderheiden09a,"(10, '-', 14)",129284.95547389984,Match,0.01070404052734375,0.013606548309326172,0.02488422393798828,0.4,0.85
6,3000,Changing of the guard.,2412268883,journals/lp/Luther16a,"(10, '-', 9)",129284.95547389984,Match,0.003967761993408203,0.0066716670989990234,0.010911941528320312,0.4,0.85
6,3000,On the size of homogeneous and of depth four formulas with low individual degree.,2412308914,conf/stoc/KayalST16,"(66, '-', 21)",129284.95547389984,Match,0.02025437355041504,0.026739835739135742,0.04803800582885742,0.4,0.85
6,3000,No free lunch.,2412339453,conf/gecco/VoseW07,"(7, '-', 8)",129284.95547389984,Match,0.000217437744140625,0.00020813941955566406,0.0004420280456542969,0.4,0.85
6,3000,Understanding Negation Implicationally in the Relevant Logic R.,2412341804,journals/sLogica/Onishi16,"(12, '-', 10)",129284.95547389984,Match,0.016031503677368164,0.02560567855834961,0.04266667366027832,0.4,0.85
6,3000,Guest Editors introduction: special issue of the ECMLPKDD 2015 journal track.,900233716,journals/ml/BielzaGJZ15,"(34, '-', 30)",129284.95547389984,Match,0.01693105697631836,0.02499842643737793,0.04291701316833496,0.4,0.85
6,3000,A new beginning.,901321484,journals/intpolrev/Engelfriet20,"(9, '-', 5)",129284.95547389984,Match,0.0008718967437744141,0.0014181137084960938,0.0023605823516845703,0.4,0.85
6,3000,On the performance of optimal double circulant even codes.,2412425389,journals/corr/GulliverH16b,"(38, '-', 16)",129284.95547389984,Match,0.012873649597167969,0.01953125,0.0331730842590332,0.4,0.85
6,3000,Feedback cancellation in hearing aids.,903467993,conf/icassp/Kates90,"(21, '-', 13)",129284.95547389984,Match,0.007277965545654297,0.010590314865112305,0.018318653106689453,0.4,0.85
6,3000,Harnessing the Bethe free energy.,904137795,journals/rsa/BapstC16,"(14, '-', 11)",129284.95547389984,Match,0.003848552703857422,0.004570960998535156,0.008614778518676758,0.4,0.85
6,3000,Reproducible and Accurate Matrix Multiplication.,2412538644,conf/scan/IakymchukDCG14,"(15, '-', 14)",129284.95547389984,Match,0.01976919174194336,0.024322986602783203,0.045044660568237305,0.4,0.85
6,3000,Knowledge management for best practices.,905703436,journals/cacm/OLearyS00,"(14, '-', 18)",129284.95547389984,Match,0.007144927978515625,0.011002302169799805,0.01859569549560547,0.4,0.85
6,3000,EEG data compression techniques.,2412564095,journals/tbe/AntoniolT97,"(11, '-', 10)",129284.95547389984,Match,0.007298469543457031,0.01052403450012207,0.018263816833496094,0.4,0.85
6,3000,Toward a user-centred approach to digital libraries.,908147743,journals/ires/X03g,"(24, '-', 24)",129284.95547389984,Match,0.011647939682006836,0.016635894775390625,0.028966665267944336,0.4,0.85
6,3000,Visible Korean Human: another trial for making serially sectioned images.,2412665466,conf/cars/ParkCKHC01,"(42, '-', 12)",129284.95547389984,Match,0.016545772552490234,0.027695655822753906,0.04538273811340332,0.4,0.85
6,3000,Summary and Conclusions.,910978433,books/ox/13/ConteAC13,"(9, '-', 9)",129284.95547389984,Match,0.0069692134857177734,0.010684490203857422,0.018067359924316406,0.4,0.85
6,3000,Voice onset time in Spanish-English spontaneous code-switching.,915361425,conf/icphs/PiccininiA15,"(35, '-', 11)",129284.95547389984,Match,0.015645503997802734,0.019881248474121094,0.03632378578186035,0.4,0.85
6,3000,Open data adoption in Australian government agencies: an exploratory study.,2412859611,conf/acis/HossainC15,"(45, '-', 17)",129284.95547389984,Match,0.02203679084777832,0.027680635452270508,0.05086469650268555,0.4,0.85
6,3000,A grammar design accommodating packed argument frame information on verbs.,917479111,conf/paclic/Haugereid11,"(50, '-', 11)",129284.95547389984,Match,0.014312982559204102,0.02503824234008789,0.040361881256103516,0.4,0.85
6,3000,My camera can see through fences: A deep learning approach for image de-fencing.,2412938146,conf/acpr/JonnaNS15,"(37, '-', 11)",129284.95547389984,Match,0.01740288734436035,0.021626949310302734,0.03987884521484375,0.4,0.85
6,3000,Visualizing the invisible - the relentless pursuit of MTech Imaging.,2412968436,conf/acis/GohTT15,"(34, '-', 11)",129284.95547389984,Match,0.012840509414672852,0.021299362182617188,0.03497934341430664,0.4,0.85
6,3000,Doubly infinite separation of quantum information and communication.,920406379,journals/corr/LiuPZKA15,"(32, '-', 12)",129284.95547389984,Match,0.017657995223999023,0.027398347854614258,0.04616355895996094,0.4,0.85
6,3000,Graphs with the second largest number of maximal independent sets.,920409497,journals/dm/JinL08,"(36, '-', 31)",129284.95547389984,Match,0.02010178565979004,0.025417327880859375,0.04658246040344238,0.4,0.85
6,3000,Towards knowledge sharing in disaster management: An agent oriented knowledge analysis framework.,2413064441,conf/acis/InanBO15,"(55, '-', 21)",129284.95547389984,Match,0.02571868896484375,0.03629183769226074,0.06346821784973145,0.4,0.85
6,3000,Changing of the guard.,2413113167,journals/lp/Luther16a,"(10, '-', 9)",129284.95547389984,Match,0.003946781158447266,0.006685972213745117,0.010926485061645508,0.4,0.85
6,3000,Referees for Volume 3.,924972637,journals/scpe/Paprzycki00,"(7, '-', 7)",129284.95547389984,Match,0.004898548126220703,0.009734630584716797,0.015030384063720703,0.4,0.85
6,3000,Matrix rigidity of random Toeplitz matrices.,2413166304,journals/cc/GoldreichT18,"(27, '-', 15)",129284.95547389984,Match,0.00661015510559082,0.008067846298217773,0.015004873275756836,0.4,0.85
6,3000,Changing of the guard.,2413229812,journals/lp/Luther16a,"(10, '-', 9)",129284.95547389984,Match,0.003957509994506836,0.006817817687988281,0.011043310165405273,0.4,0.85
6,3000,Inducing Domain-Specific Sentiment Lexicons from Unlabeled Corpora.,2413287953,conf/emnlp/HamiltonCLJ16,"(19, '-', 20)",129284.95547389984,Match,0.0262296199798584,0.03135323524475098,0.05880236625671387,0.4,0.85
6,3000,A neural approach to synchronization in wireless networks with heterogeneous sources of noise.,2413387041,journals/corr/abs-2212-03327,"(44, '-', 16)",129284.95547389984,Match,0.02774524688720703,0.03452587127685547,0.0636143684387207,0.4,0.85
6,3000,5 Analysis of longitudinal data.,935860710,books/el/00/SingerA00,"(17, '-', 17)",129284.95547389984,Match,0.006313323974609375,0.007416486740112305,0.014052391052246094,0.4,0.85
6,3000,Traffic congestion prevention system.,936238997,journals/ijcnis/ToulniMNB19,"(13, '-', 16)",129284.95547389984,Match,0.01459646224975586,0.017870426177978516,0.03316998481750488,0.4,0.85
6,3000,Enterprise information integration.,937732555,journals/aicom/Hernandez16,"(13, '-', 12)",129284.95547389984,Match,0.015845537185668945,0.019264936447143555,0.03585386276245117,0.4,0.85
6,3000,Lexical Coverage in Taiwan Mandarin Conversation.,938422076,journals/ijclclp/Tseng13,"(17, '-', 16)",129284.95547389984,Match,0.022355318069458008,0.02676701545715332,0.050127267837524414,0.4,0.85
6,3000,Shaping the future.,938728148,journals/cacm/Geller09a,"(7, '-', 7)",129284.95547389984,Match,0.002520322799682617,0.004254341125488281,0.0069522857666015625,0.4,0.85
6,3000,Reconfigurable computing systems.,940607454,journals/pieee/BondalapatiP02,"(12, '-', 11)",129284.95547389984,Match,0.013475656509399414,0.015371084213256836,0.029439449310302734,0.4,0.85
6,3000,Text-independent speaker identification.,940846194,journals/spm/GishS94,"(15, '-', 15)",129284.95547389984,Match,0.007555246353149414,0.011449813842773438,0.019489526748657227,0.4,0.85
6,3000,Building an iterative heuristic solver for a quantum annealer.,941393951,journals/corr/RosenbergVWH15,"(37, '-', 12)",129284.95547389984,Match,0.013567447662353516,0.018338680267333984,0.03264760971069336,0.4,0.85
6,3000,A new departure.,941413712,journals/jsis/GalliersJ11a,"(9, '-', 5)",129284.95547389984,Match,0.000652313232421875,0.0008099079132080078,0.001508951187133789,0.4,0.85
6,3000,Image processing using cellular neural networks based on multi-valued and universal binary neurons.,944846403,journals/vlsisp/AizenbergB02,"(51, '-', 10)",129284.95547389984,Match,0.022084951400756836,0.026928186416625977,0.05010247230529785,0.4,0.85
6,3000,Exploring a social network for sharing information about pain.,950642989,conf/ni/AlvarezS12a,"(26, '-', 9)",129284.95547389984,Match,0.012742757797241211,0.019486427307128906,0.032993316650390625,0.4,0.85
6,3000,"A multi-agent cooperative reinforcement learning model using a hierarchy of consultants, tutors and workers.",952777547,journals/vjcs/Abed-alguniCHP15,"(59, '-', 15)",129284.95547389984,Match,0.026927709579467773,0.03618264198303223,0.06447315216064453,0.4,0.85
6,3000,Mobile device security.,955571704,conf/oopsla/Seacord15,"(13, '-', 13)",129284.95547389984,Match,0.007444858551025391,0.01245427131652832,0.020401716232299805,0.4,0.85
6,3000,Medical imaging systems.,956352001,journals/pieee/King86,"(10, '-', 11)",129284.95547389984,Match,0.007604837417602539,0.010103225708007812,0.01810431480407715,0.4,0.85
6,3000,Mobile satellite communications.,957302546,journals/pieee/WuMPP94,"(12, '-', 16)",129284.95547389984,Match,0.011942148208618164,0.015858173370361328,0.028476476669311523,0.4,0.85
6,3000,Smart copying-a new approach to reconstruction of audio signals.,957623101,conf/iscas/CisowskiN99,"(22, '-', 11)",129284.95547389984,Match,0.0058078765869140625,0.008702754974365234,0.014842510223388672,0.4,0.85
6,3000,Digitized rotations of 12 neighbors on the triangular grid.,2901222149,journals/amai/AvkanNS20,"(28, '-', 40)",129284.95547389984,Match,0.014722824096679688,0.017973661422729492,0.03338193893432617,0.4,0.85
6,3000,do you see what i see 15.,2901257047,conf/siggraph/Vetere06,"(16, '-', 10)",129284.95547389984,Match,0.0002257823944091797,0.00022530555725097656,0.00046706199645996094,0.4,0.85
6,3000,Tell me something my friends do not know: Diversity maximization in social networks.,2901267962,journals/corr/abs-1811-10354,"(50, '-', 17)",129284.95547389984,Match,0.010983467102050781,0.014968156814575195,0.02653217315673828,0.4,0.85
6,3000,A practical approach to detection of distributed denial-of-service attacks using a hybrid detection method.,2901284941,journals/corr/abs-1812-05450,"(46, '-', 28)",129284.95547389984,Match,0.034142255783081055,0.04356837272644043,0.07936787605285645,0.4,0.85
6,3000,Bringing the web up to speed with WebAssembly.,2901284989,conf/pldi/HaasRSTHGWZB17,"(26, '-', 8)",129284.95547389984,Match,0.010148048400878906,0.015176534652709961,0.02593374252319336,0.4,0.85
6,3000,"Kleene stars of the plane, polylogarithms and symmetries.",2901285090,journals/corr/abs-1811-09091,"(34, '-', 9)",129284.95547389984,Match,0.012321233749389648,0.02137017250061035,0.03453207015991211,0.4,0.85
6,3000,Retraction Note: Chinese regional economic cooperative development model based on network analysis and multimedia data visualization.,2901328025,journals/mta/LanZMZ23,"(66, '-', 15)",129284.95547389984,Match,0.04530596733093262,0.051167964935302734,0.09843659400939941,0.4,0.85
6,3000,Emotion recognition and its application to computer agents with spontaneous interactive capabilities.,2264134738,conf/hci/NakatsuNT99,"(52, '-', 52)",129284.95547389984,Match,0.03571295738220215,0.04077863693237305,0.07805037498474121,0.4,0.85
6,3000,CoSMoS special issue editorial.,2264142064,journals/nc/StepneyA15,"(14, '-', 14)",129284.95547389984,Match,0.00571131706237793,0.008794546127319336,0.014861822128295898,0.4,0.85
6,3000,Letters to the editor.,2264149765,journals/lre/Roberson67,"(12, '-', 12)",129284.95547389984,Match,0.004715442657470703,0.008552789688110352,0.013603925704956055,0.4,0.85
6,3000,Size constrained k simple polygons.,2901365900,conf/gis/ReichOY18,"(21, '-', 14)",129284.95547389984,Match,0.006264448165893555,0.01179361343383789,0.018582582473754883,0.4,0.85
6,3000,Tropical cryptography II: extensions by homomorphisms.,2901369775,journals/iacr/GrigorievS18,"(35, '-', 13)",129284.95547389984,Match,0.024071693420410156,0.029329299926757812,0.054488182067871094,0.4,0.85
6,3000,"Single-machine due-window assignment and scheduling with resource allocation, aging effect, and a deteriorating rate-modifying activity.",2901369885,journals/candie/JiGCC13,"(65, '-', 21)",129284.95547389984,Match,0.03954172134399414,0.05049276351928711,0.0919942855834961,0.4,0.85
6,3000,Smooth surface interpolation using patches with rational offsets.,2264182302,journals/corr/LavickaSV16,"(40, '-', 19)",129284.95547389984,Match,0.014929533004760742,0.019655942916870117,0.035331010818481445,0.4,0.85
6,3000,Avoiding conjugacy classes on the 5-letter alphabet.,2901397095,journals/ita/BadkobehO20,"(32, '-', 10)",129284.95547389984,Match,0.00868678092956543,0.01494598388671875,0.024209976196289062,0.4,0.85
6,3000,The spectral determination of the connected multicone graphs.,2901420680,journals/akcej/AbdianBTKO21,"(33, '-', 25)",129284.95547389984,Match,0.025373458862304688,0.037053585052490234,0.0638124942779541,0.4,0.85
6,3000,Arithmetic Methods in Personality Modeling.,1011087699,conf/icids/Crawford11,"(11, '-', 11)",129284.95547389984,Match,0.01678943634033203,0.024994850158691406,0.04274725914001465,0.4,0.85
6,3000,Multimedia streaming gateway with jitter detection.,2901425342,conf/icc/ChanKW03,"(37, '-', 37)",129284.95547389984,Match,0.021578550338745117,0.023648977279663086,0.046167612075805664,0.4,0.85
6,3000,"The dichotomy of distributed and centralized control: METRO-HAUL, when control planes collide for 5G networks.",2901433159,journals/osn/KingFNCVNL19,"(54, '-', 11)",129284.95547389984,Match,0.021265745162963867,0.02977728843688965,0.05217790603637695,0.4,0.85
6,3000,Temporal viability regulation for control affine systems with applications to mobile vehicle coordination under time-varying motion constraints.,2901437911,conf/eucc/GreiffSRJ19,"(70, '-', 11)",129284.95547389984,Match,0.039629459381103516,0.057851552963256836,0.09970235824584961,0.4,0.85
6,3000,SMERC: Social media event response clustering using textual and temporal information.,2901440537,conf/bigdataconf/MathewsGMNB18,"(47, '-', 16)",129284.95547389984,Match,0.033083438873291016,0.04220438003540039,0.07689285278320312,0.4,0.85
6,3000,A general framework for handling commitment in online throughput maximization.,2901447419,journals/mp/ChenEMSS20,"(46, '-', 14)",129284.95547389984,Match,0.023874759674072266,0.03221869468688965,0.05735015869140625,0.4,0.85
6,3000,A novel model for linear dynamic system with random delays.,2901459590,conf/fusion/PangLZ17,"(35, '-', 13)",129284.95547389984,Match,0.02047109603881836,0.028688669204711914,0.05025768280029297,0.4,0.85
6,3000,On fixed-point theorems in fuzzy metric spaces.,2264301914,journals/fss/GregoriS02,"(25, '-', 24)",129284.95547389984,Match,0.014284849166870117,0.022754907608032227,0.037938594818115234,0.4,0.85
6,3000,Extended formulations from communication protocols in output-efficient time.,2901469826,journals/mp/AprileF20,"(36, '-', 12)",129284.95547389984,Match,0.02874445915222168,0.041944026947021484,0.07229900360107422,0.4,0.85
6,3000,Bioplausible multiscale filtering in retino-cortical processing as a mechanism in perceptual grouping.,2901472814,journals/corr/NematzadehPL17,"(58, '-', 16)",129284.95547389984,Match,0.037648916244506836,0.04730105400085449,0.08677220344543457,0.4,0.85
6,3000,Fragmentation trees reloaded.,2264329385,journals/jcheminf/BockerD16,"(15, '-', 7)",129284.95547389984,Match,0.0019481182098388672,0.002770662307739258,0.0048334598541259766,0.4,0.85
6,3000,Approximate eigenvalue decompositions of orthonormal and symmetric transformations with a few Householder reflectors.,2901497271,journals/dsp/Rusu20a,"(40, '-', 18)",129284.95547389984,Match,0.02036595344543457,0.03345465660095215,0.05511832237243652,0.4,0.85
6,3000,Centroid-amenities: an interactive visual analytical tool for exploring and analyzing amenities in singapore.,2901511356,conf/gis/QianM18,"(72, '-', 16)",129284.95547389984,Match,0.042266130447387695,0.05273151397705078,0.09712076187133789,0.4,0.85
6,3000,How many weights can a linear code have?,2901528597,journals/corr/abs-1802-00148,"(21, '-', 14)",129284.95547389984,Match,0.0047223567962646484,0.008162975311279297,0.013215303421020508,0.4,0.85
6,3000,The joint weight enumerator of an LCD code and its dual.,2264394575,journals/dam/AlahmadiDSS19,"(34, '-', 17)",129284.95547389984,Match,0.014071226119995117,0.019535541534423828,0.034357309341430664,0.4,0.85
6,3000,Anomaly detection in online social networks.,2901539036,journals/socnet/SavageZYCW14,"(19, '-', 14)",129284.95547389984,Match,0.010299205780029297,0.010867118835449219,0.021643638610839844,0.4,0.85
6,3000,Numerical analysis for a Cahn-Hilliard system modelling tumour growth with chemotaxis and active transport.,2264407770,journals/corr/abs-2108-01507,"(52, '-', 21)",129284.95547389984,Match,0.012097358703613281,0.022912979125976562,0.03591728210449219,0.4,0.85
6,3000,Non interactive simulation of correlated distributions is decidable.,2901544921,conf/soda/DeMN18,"(33, '-', 10)",129284.95547389984,Match,0.022887468338012695,0.03416323661804199,0.0583345890045166,0.4,0.85
6,3000,A joint optimization approach for distributed collaborative beamforming in mobile wireless sensor networks.,2901549799,journals/adhoc/LiangFSLQJZ20,"(47, '-', 24)",129284.95547389984,Match,0.038771867752075195,0.03957366943359375,0.07983183860778809,0.4,0.85
6,3000,On the specification and verification of atomic swap smart contracts (extended abstract).,2901553840,conf/icbc2/Meyden19,"(38, '-', 19)",129284.95547389984,Match,0.015220880508422852,0.023670434951782227,0.0397951602935791,0.4,0.85
6,3000,Kings in multipartite hypertournaments.,2264438180,journals/jgt/AiGG22,"(28, '-', 20)",129284.95547389984,Match,0.01047205924987793,0.016418933868408203,0.027531862258911133,0.4,0.85
