k,num_removed_kmers,candidate_paper_title,candidate_dblp_id,citeseer_id,cluster_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
7,5000,Forward Kinematics Analysis of a 3-PRS Parallel Manipulator,journals/csysl/RoudneshinGA23,10.1.1.193.29,12072959,"(21, '-', 22)",95400.33915233612,Match,0.006403207778930664,0.004191398620605469,0.010788679122924805,0.4,0.85
7,5000,TECHNOLOGY INVESTMENT ADVISOR: An Options-Based Approach to Technology Strategy,journals/iks/RouseHCP00,10.1.1.164.369,10492432,"(51, '-', 17)",95400.33915233612,Match,0.007940530776977539,0.00496673583984375,0.01314401626586914,0.4,0.85
7,5000,March 2002Real Time Enterprises – A Continuous Migration Approach,journals/iks/KhoslaP02,10.1.1.195.1836,12279468,"(23, '-', 23)",95400.33915233612,Match,0.008980989456176758,0.005594730377197266,0.014867782592773438,0.4,0.85
7,5000,• Health economics,journals/iks/Wilensky09,10.1.1.202.8316,12889176,"(7, '-', 7)",95400.33915233612,Match,0.0015778541564941406,0.0008938312530517578,0.0025374889373779297,0.4,0.85
7,5000,Knowledge Networking in Supply Chains: A Case Study in the Wood/Furniture Sector,journals/iks/ApostolouSM99,10.1.1.21.5295,404202,"(53, '-', 20)",95400.33915233612,Match,0.013035058975219727,0.009864091873168945,0.023381710052490234,0.4,0.85
7,5000,Book Review,journals/iks/RouseS99,10.1.1.10.1728,8634079,"(4, '-', 4)",95400.33915233612,Match,0.0003452301025390625,0.00014901161193847656,0.0005044937133789062,0.4,0.85
7,5000,Book Review,journals/iks/Pohlmann01,10.1.1.10.1728,8634079,"(4, '-', 4)",95400.33915233612,Match,0.0003921985626220703,0.0001285076141357422,0.0005326271057128906,0.4,0.85
7,5000,Digraph Laplacian and the Degree of Asymmetry,journals/im/LiZ12,10.1.1.228.5848,14179055,"(32, '-', 13)",95400.33915233612,Match,0.0058438777923583984,0.004239559173583984,0.010292768478393555,0.4,0.85
7,5000,Random Intersection Graphs,journals/im/BloznelisK15,10.1.1.363.2396,24275458,"(16, '-', 16)",95400.33915233612,Match,0.00635075569152832,0.002863645553588867,0.009392976760864258,0.4,0.85
7,5000,Dirichlet PageRank and Ranking Algorithms Based on Trust and Distrust,journals/im/GrahamTX13,10.1.1.300.355,19543483,"(46, '-', 23)",95400.33915233612,Match,0.007824897766113281,0.0052912235260009766,0.013402223587036133,0.4,0.85
7,5000,Random Deletion In A Scale Free Random Graph Process,journals/im/CooperFV03,10.1.1.10.7873,51220,"(23, '-', 24)",95400.33915233612,Match,0.004117012023925781,0.002877473831176758,0.0071637630462646484,0.4,0.85
7,5000,A Geometric Preferential Attachment Model of Networks,journals/im/FlaxmanFV07a,10.1.1.128.4818,724016,"(29, '-', 29)",95400.33915233612,Match,0.007168292999267578,0.004192352294921875,0.01160883903503418,0.4,0.85
7,5000,Deterministic Decentralized Search in Random Graphs,journals/im/ArcauteCKLMNX08,10.1.1.142.6860,5261124,"(32, '-', 32)",95400.33915233612,Match,0.009896278381347656,0.003964662551879883,0.01411294937133789,0.4,0.85
7,5000,Dynamic Models for File Sizes and Double Pareto Distributions,journals/im/Mitzenmacher03a,10.1.1.18.5181,616378,"(34, '-', 34)",95400.33915233612,Match,0.005091667175292969,0.003771543502807617,0.009079456329345703,0.4,0.85
7,5000,Criteria for Cluster Based Personalized Search,journals/im/LeeB09,10.1.1.297.7080,19412600,"(26, '-', 14)",95400.33915233612,Match,0.010944843292236328,0.006651878356933594,0.017977476119995117,0.4,0.85
7,5000,Inverted Index Support for Numeric Search,journals/im/FontouraLQZ07,10.1.1.103.4410,636253,"(25, '-', 9)",95400.33915233612,Match,0.0026493072509765625,0.0017538070678710938,0.004514217376708984,0.4,0.85
7,5000,On the Approximability of Reachability Preserving Network Orientations,journals/im/ElberfeldBGMSSZS11,10.1.1.227.8800,28270857,"(35, '-', 11)",95400.33915233612,Match,0.012245416641235352,0.00578618049621582,0.018409013748168945,0.4,0.85
7,5000,Finding and Visualizing Graph Clusters Using PageRank Optimization,journals/im/ChungT12,10.1.1.187.6498,11826605,"(35, '-', 8)",95400.33915233612,Match,0.007570505142211914,0.004555463790893555,0.01240849494934082,0.4,0.85
7,5000,Paradoxical effects in PageRank incremental computations,journals/im/BoldiSV05,10.1.1.108.4901,1132897,"(16, '-', 16)",95400.33915233612,Match,0.007792234420776367,0.005672931671142578,0.013788938522338867,0.4,0.85
7,5000,Symmetry Analysis of Reversible Markov Chains,journals/im/BoydDPX05,10.1.1.3.4444,825969,"(25, '-', 16)",95400.33915233612,Match,0.004860877990722656,0.0027382373809814453,0.007759571075439453,0.4,0.85
7,5000,Manipulation-resistant Reputations using Hitting Time,journals/im/HopcroftS08,10.1.1.91.6966,5150776,"(23, '-', 12)",95400.33915233612,Match,0.010357856750488281,0.0069735050201416016,0.017729997634887695,0.4,0.85
7,5000,Approximating the Number of Network Motifs,journals/im/GonenS09,10.1.1.185.4590,9403717,"(18, '-', 13)",95400.33915233612,Match,0.005789995193481445,0.0036346912384033203,0.00964045524597168,0.4,0.85
7,5000,Using PageRank to Characterize Web Structure,journals/im/PanduranganRU06,10.1.1.212.8632,102536,"(27, '-', 27)",95400.33915233612,Match,0.0015058517456054688,0.0009291172027587891,0.0025010108947753906,0.4,0.85
7,5000,The Spectral Gap of Random Graphs with Given Expected Degrees,journals/im/ChungLV03,10.1.1.89.7029,5015552,"(38, '-', 27)",95400.33915233612,Match,0.009446144104003906,0.00586390495300293,0.015659809112548828,0.4,0.85
7,5000,Fast and Efficient Restricted Delaunay Triangulation in Random Geometric Graphs,journals/im/Avin08,10.1.1.92.1548,5171973,"(52, '-', 19)",95400.33915233612,Match,0.013414859771728516,0.0063741207122802734,0.020178556442260742,0.4,0.85
7,5000,Fast PageRank computation via a sparse linear system,journals/im/CorsoGR05,10.1.1.118.5422,3687778,"(14, '-', 33)",95400.33915233612,Match,0.007245540618896484,0.003951549530029297,0.011423349380493164,0.4,0.85
7,5000,High-ordered Random Walks and Generalized Laplacians on Hypergraphs,journals/im/LuP13,10.1.1.211.499,13287615,"(39, '-', 16)",95400.33915233612,Match,0.0075109004974365234,0.004198312759399414,0.011944293975830078,0.4,0.85
7,5000,Estimating Entropy and Entropy Norm on Data Streams,journals/im/ChakrabartiBM06,10.1.1.213.147,3713412,"(38, '-', 38)",95400.33915233612,Match,0.009461641311645508,0.0054473876953125,0.015216588973999023,0.4,0.85
7,5000,Incentive-Compatible Interdomain Routing with Linear Utilities,journals/im/HallNP08,10.1.1.187.5708,4262036,"(45, '-', 45)",95400.33915233612,Match,0.007933855056762695,0.004698276519775391,0.01292109489440918,0.4,0.85
7,5000,Quick Detection of Nodes with Large Degrees ⋆,journals/im/AvrachenkovLST14,10.1.1.297.5545,19404859,"(24, '-', 24)",95400.33915233612,Match,0.003185272216796875,0.0020737648010253906,0.005394458770751953,0.4,0.85
7,5000,Protean Graphs,journals/im/LuczakP06,10.1.1.213.366,13412882,"(7, '-', 3)",95400.33915233612,Match,0.0007452964782714844,0.0003323554992675781,0.0011174678802490234,0.4,0.85
7,5000,The Structure of Geographical Threshold Graphs,journals/im/BradonjicHP08,10.1.1.156.5747,9931304,"(23, '-', 20)",95400.33915233612,Match,0.00644373893737793,0.0037605762481689453,0.010435819625854492,0.4,0.85
7,5000,PageRank of Scale Free Growing Networks,journals/im/AvrachenkovL07,10.1.1.392.5631,550694,"(23, '-', 23)",95400.33915233612,Match,0.00460362434387207,0.0021686553955078125,0.0069200992584228516,0.4,0.85
7,5000,Permuting Web and Social Graphs,journals/im/BoldiSV09,10.1.1.187.3909,11814812,"(21, '-', 8)",95400.33915233612,Match,0.003367900848388672,0.0017583370208740234,0.0052454471588134766,0.4,0.85
7,5000,Cost-Balancing Tolls for Atomic Network Congestion Games,journals/im/FotakisS08,10.1.1.92.9763,4865763,"(41, '-', 14)",95400.33915233612,Match,0.007889747619628906,0.0038776397705078125,0.012010335922241211,0.4,0.85
7,5000,Strategic Coloring of a Graph ⋆,journals/im/EscoffierGM12,10.1.1.210.1042,13236834,"(18, '-', 18)",95400.33915233612,Match,0.005165576934814453,0.002718687057495117,0.008063554763793945,0.4,0.85
7,5000,On Clustering on Graphs with Multiple Edge Types,journals/im/RocklinP13,10.1.1.232.5269,14373838,"(27, '-', 25)",95400.33915233612,Match,0.006356477737426758,0.0031995773315429688,0.00976872444152832,0.4,0.85
7,5000,Caching with Expiration Times for Internet Applications,journals/im/GopalanKMMV05,10.1.1.96.7015,5404011,"(25, '-', 16)",95400.33915233612,Match,0.0051288604736328125,0.0034613609313964844,0.008807659149169922,0.4,0.85
7,5000, Efficient Triangle Counting in Large Graphs via Degree-based Vertex Partitioning,journals/im/KolountzakisMPT12,10.1.1.217.8256,13092841,"(51, '-', 11)",95400.33915233612,Match,0.009884357452392578,0.007260322570800781,0.017555952072143555,0.4,0.85
7,5000,Editorial: The Future of Power Law Research,journals/im/Mitzenmacher05,10.1.1.84.7074,4748251,"(26, '-', 12)",95400.33915233612,Match,0.0029518604278564453,0.0016815662384033203,0.004740715026855469,0.4,0.85
7,5000,Infinite Limits of Copying Models of the Web Graph,journals/im/BonatoJ03,10.1.1.12.6146,51212,"(29, '-', 29)",95400.33915233612,Match,0.00673365592956543,0.004657745361328125,0.011668205261230469,0.4,0.85
7,5000,Bistability Through Triadic Closure by,journals/im/GrindrodHP12,10.1.1.225.194,13976221,"(17, '-', 7)",95400.33915233612,Match,0.0019228458404541016,0.0013699531555175781,0.003370046615600586,0.4,0.85
7,5000,Guessing More Secrets via List Decoding,journals/im/Razborov05,10.1.1.102.2818,504155,"(32, '-', 32)",95400.33915233612,Match,0.004339694976806641,0.0029115676879882812,0.007416725158691406,0.4,0.85
7,5000,An Approximate Truthful Mechanism for Combinatorial Auctions with Single Parameter Agents,journals/im/ArcherPTT03,10.1.1.128.8904,138510,"(43, '-', 43)",95400.33915233612,Match,0.00798654556274414,0.0050275325775146484,0.013296842575073242,0.4,0.85
