k,num_removed_kmers,candidate_paper_title,candidate_dblp_id,citeseer_id,cluster_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
7,5000,DARWIN: On the Incremental Migration of Legacy Information Systems,tr/gte/TR-0222-10-92-165,10.1.1.47.4949,851817,"(31, '-', 31)",97089.22645998001,Match,0.006787300109863281,0.005167722702026367,0.012226104736328125,0.4,0.85
7,5000,On the Problem of Masking Special Errors By Signature Analyzers,tr/ibm/IWBS159,10.1.1.35.3571,8163933,"(30, '-', 8)",97089.22645998001,Match,0.00878453254699707,0.006554841995239258,0.01565408706665039,0.4,0.85
7,5000,A Model Elimination Calculus for Generalized Clauses,tr/ibm/IWBS182,10.1.1.97.3172,3254746,"(31, '-', 15)",97089.22645998001,Match,0.011276006698608398,0.007508993148803711,0.01917743682861328,0.4,0.85
7,5000,Feature Constraint Logics for Unification Grammars,tr/ibm/IWBS93,10.1.1.14.888,91412,"(26, '-', 12)",97089.22645998001,Match,0.007235527038574219,0.005361080169677734,0.012862443923950195,0.4,0.85
7,5000,A Feature Logic with Subsorts,tr/ibm/LILOG33,10.1.1.40.683,433552,"(18, '-', 7)",97089.22645998001,Match,0.0017881393432617188,0.0011928081512451172,0.0030565261840820312,0.4,0.85
7,5000,A Knowledge Level Analysis of Belief Revision,tr/ibm/IWBS69,10.1.1.52.9804,13495,"(23, '-', 12)",97089.22645998001,Match,0.004219770431518555,0.0027811527252197266,0.007161140441894531,0.4,0.85
7,5000,Syntactic Processing of Unknown Words,tr/ibm/IWBS131,10.1.1.21.924,289423,"(23, '-', 13)",97089.22645998001,Match,0.005280017852783203,0.0028007030487060547,0.008238077163696289,0.4,0.85
7,5000,Terminological Reasoning is Inherently Intractable,tr/ibm/IWBS82,10.1.1.37.5958,128172,"(35, '-', 18)",97089.22645998001,Match,0.004767894744873047,0.0036039352416992188,0.00855112075805664,0.4,0.85
7,5000,VisBDD - A Web-based Visualization Framework for OBDD Algorithms,tr/trier/MI01-21,10.1.1.19.4237,1424707,"(27, '-', 22)",97089.22645998001,Match,0.004066944122314453,0.0020020008087158203,0.006195068359375,0.4,0.85
7,5000,On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols,tr/trier/MI98-06,10.1.1.48.8061,3260765,"(42, '-', 15)",97089.22645998001,Match,0.012217521667480469,0.006428956985473633,0.019002199172973633,0.4,0.85
7,5000,Approximation of the Newton Step by a Defect Correction Process,tr/trier/MI99-12,10.1.1.26.3292,2225761,"(28, '-', 28)",97089.22645998001,Match,0.003393411636352539,0.0026412010192871094,0.0061876773834228516,0.4,0.85
7,5000,Convolution Algorithms for BMAP/G/1-Queues,tr/trier/MI96-22,10.1.1.45.3158,1100977,"(19, '-', 6)",97089.22645998001,Match,0.002778768539428711,0.0018134117126464844,0.004707813262939453,0.4,0.85
7,5000,1 tele-TASK – Teleteaching Anywhere Solution Kit,tr/trier/MI02-21,10.1.1.219.500,13685636,"(27, '-', 26)",97089.22645998001,Match,0.00160980224609375,0.0010933876037597656,0.0027790069580078125,0.4,0.85
7,5000,A QQP-Minimization Method for Semidefinite and Smooth Nonconvex Programs,tr/trier/MI98-12,10.1.1.54.5173,1920161,"(43, '-', 11)",97089.22645998001,Match,0.007478237152099609,0.004541158676147461,0.012272834777832031,0.4,0.85
7,5000,Fast Generation of Random Permutations via Networks Simulation,tr/trier/MI96-26,10.1.1.33.2582,539580,"(32, '-', 32)",97089.22645998001,Match,0.006786823272705078,0.0037527084350585938,0.010767459869384766,0.4,0.85
7,5000,Interprocedural Analysis Based on PDAs,tr/trier/MI97-06,10.1.1.24.2609,2112957,"(19, '-', 19)",97089.22645998001,Match,0.0024423599243164062,0.0012099742889404297,0.0037364959716796875,0.4,0.85
7,5000,Mod-2-OBDD's -- A Generalization of OBDD's and EXOR-Sum-of-Products,tr/trier/MI93-21,10.1.1.35.5011,1608954,"(38, '-', 38)",97089.22645998001,Match,0.0040776729583740234,0.0028188228607177734,0.0070760250091552734,0.4,0.85
